SOA,is_probe_left,response,fixation
-100,0,Probe,0.4549365
-50,0,Reference,0.3456082
-16.6,0
0,0
16.6,0
50,0
100,0
-100,1
-50,1
-16.6,1
0,1
16.6,1
50,1
100,1
